Gene Symbol,Ensembl ID,Biotype,Tractability
KIZ,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000088970"" target=""_blank"">ENSG00000088970</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
KLHL38,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000175946"" target=""_blank"">ENSG00000175946</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span>"
KRT6B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185479"" target=""_blank"">ENSG00000185479</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
KRT80,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000167767"" target=""_blank"">ENSG00000167767</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
KRTAP1-1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188581"" target=""_blank"">ENSG00000188581</a>",protein_coding,NaN
KRTAP10-4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000215454"" target=""_blank"">ENSG00000215454</a>",protein_coding,NaN
KRTAP10-5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241123"" target=""_blank"">ENSG00000241123</a>",protein_coding,NaN
KRTAP10-7,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000272804"" target=""_blank"">ENSG00000272804</a>",protein_coding,NaN
KRTAP12-2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000221864"" target=""_blank"">ENSG00000221864</a>",protein_coding,NaN
KRTAP12-3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205439"" target=""_blank"">ENSG00000205439</a>",protein_coding,NaN
KRTAP4-12,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213416"" target=""_blank"">ENSG00000213416</a>",protein_coding,NaN
KRTAP4-2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244537"" target=""_blank"">ENSG00000244537</a>",protein_coding,NaN
KRTAP4-4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000171396"" target=""_blank"">ENSG00000171396</a>",protein_coding,NaN
KRTAP5-1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205869"" target=""_blank"">ENSG00000205869</a>",protein_coding,NaN
KRTAP5-10,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204572"" target=""_blank"">ENSG00000204572</a>",protein_coding,NaN
KRTAP5-11,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204571"" target=""_blank"">ENSG00000204571</a>",protein_coding,NaN
KRTAP5-2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205867"" target=""_blank"">ENSG00000205867</a>",protein_coding,NaN
KRTAP5-3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196224"" target=""_blank"">ENSG00000196224</a>",protein_coding,NaN
KRTAP5-4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241598"" target=""_blank"">ENSG00000241598</a>",protein_coding,NaN
KRTAP5-5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185940"" target=""_blank"">ENSG00000185940</a>",protein_coding,NaN
KRTAP5-6,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205864"" target=""_blank"">ENSG00000205864</a>",protein_coding,NaN
KRTAP5-7,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244411"" target=""_blank"">ENSG00000244411</a>",protein_coding,NaN
KRTAP5-9,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000254997"" target=""_blank"">ENSG00000254997</a>",protein_coding,NaN
KRTAP6-3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212938"" target=""_blank"">ENSG00000212938</a>",protein_coding,NaN
KXD1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000105700"" target=""_blank"">ENSG00000105700</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
LCAT,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213398"" target=""_blank"">ENSG00000213398</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
LCE1E,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186226"" target=""_blank"">ENSG00000186226</a>",protein_coding,NaN
LCE2A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187173"" target=""_blank"">ENSG00000187173</a>",protein_coding,NaN
LCE2B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000159455"" target=""_blank"">ENSG00000159455</a>",protein_coding,NaN
LCE2D,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187223"" target=""_blank"">ENSG00000187223</a>",protein_coding,NaN
LDLRAD4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000168675"" target=""_blank"">ENSG00000168675</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
LEFTY2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143768"" target=""_blank"">ENSG00000143768</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
LGALS16,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249861"" target=""_blank"">ENSG00000249861</a>",protein_coding,NaN
LHB,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000104826"" target=""_blank"">ENSG00000104826</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
LIF,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128342"" target=""_blank"">ENSG00000128342</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Med-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
LIG3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000005156"" target=""_blank"">ENSG00000005156</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
"<span title=""LINC00328-2P"">LINC00328-...</span>","<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000225016"" target=""_blank"">ENSG00000225016</a>",processed_pseudogene,NaN
LINC01550,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000246223"" target=""_blank"">ENSG00000246223</a>",lncRNA,NaN
LINC01978,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262188"" target=""_blank"">ENSG00000262188</a>",lncRNA,NaN
LINC01979,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262585"" target=""_blank"">ENSG00000262585</a>",lncRNA,NaN
LINC02080,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267065"" target=""_blank"">ENSG00000267065</a>",lncRNA,NaN
LINC02604,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000273142"" target=""_blank"">ENSG00000273142</a>",lncRNA,NaN
LLPH,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139233"" target=""_blank"">ENSG00000139233</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
LRRC1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137269"" target=""_blank"">ENSG00000137269</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
LRRC40,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000066557"" target=""_blank"">ENSG00000066557</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
LUM,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139329"" target=""_blank"">ENSG00000139329</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
LY6G5B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240053"" target=""_blank"">ENSG00000240053</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
LY86-AS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000216863"" target=""_blank"">ENSG00000216863</a>",lncRNA,NaN
LY96,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000154589"" target=""_blank"">ENSG00000154589</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Advanced Clinical</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
