Gene,Gene Name,log_2 fold change,Biotype,Tractability,Drug,Interaction Type,PMID,Interaction Score,Pathways
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176290"" target=""_blank"">ENSG00000176290</a>",OR4K3,1.7,protein_coding,NaN,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176358"" target=""_blank"">ENSG00000176358</a>",TAC4,1.5,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176731"" target=""_blank"">ENSG00000176731</a>",RBIS,3.8,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176742"" target=""_blank"">ENSG00000176742</a>",OR51V1,1.5,protein_coding,NaN,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176893"" target=""_blank"">ENSG00000176893</a>",OR51G2,1.6,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176951"" target=""_blank"">ENSG00000176951</a>",OR51N1P,1.9,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177133"" target=""_blank"">ENSG00000177133</a>",PRDM16-DT,1.7,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177551"" target=""_blank"">ENSG00000177551</a>",NHLH2,1.6,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177613"" target=""_blank"">ENSG00000177613</a>",CSTF2T,1.7,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177683"" target=""_blank"">ENSG00000177683</a>",THAP5,1.6,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177853"" target=""_blank"">ENSG00000177853</a>",ZNF518A,1.8,protein_coding,UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000178074"" target=""_blank"">ENSG00000178074</a>",C2ORF69,3.4,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179170"" target=""_blank"">ENSG00000179170</a>",OR7E97P,2.1,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179546"" target=""_blank"">ENSG00000179546</a>",HTR1D,1.6,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand Druggable Family UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Database Ubiquitination Small Molecule Binder,ALMOTRIPTAN; ALMOTRIPTAN MALATE; AMISULPRIDE; CHEMBL:CHEMBL490417; DEXFENFLURAMINE HYDROCHLORIDE; DIHYDROERGOTAMINE MESYLATE; DONITRIPTAN; ELETRIPTAN; ELZASONAN HYDROCHLORIDE; ERGOTAMINE; ERGOTAMINE TARTRATE; FENFLURAMINE HYDROCHLORIDE; FROVATRIPTAN; FROVATRIPTAN SUCCINATE; GSK163090; NARATRIPTAN; NARATRIPTAN HYDROCHLORIDE; NXN-188; OLANZAPINE; PIROMELATINE; RIZATRIPTAN BENZOATE; SUMATRIPTAN; TONABERSAT; ZIMELDINE HYDROCHLORIDE; ZIPRASIDONE; ZOLMITRIPTAN,N/A; agonist; inhibitor,21053897,0.8947772010711171,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179799"" target=""_blank"">ENSG00000179799</a>",OR7E22P,1.5,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179817"" target=""_blank"">ENSG00000179817</a>",MRGPRX4,2.2,protein_coding,Structure with Ligand Druggable Family UniProt loc med conf UniProt SigP or TMHMM GO CC med conf Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179994"" target=""_blank"">ENSG00000179994</a>",SPDYE7P,2.3,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180008"" target=""_blank"">ENSG00000180008</a>",SOCS4,1.5,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180090"" target=""_blank"">ENSG00000180090</a>",OR3A1,1.5,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180105"" target=""_blank"">ENSG00000180105</a>",ACER2P1,2.4,processed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180383"" target=""_blank"">ENSG00000180383</a>",DEFB124,1.5,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180596"" target=""_blank"">ENSG00000180596</a>",H2BC4,1.5,protein_coding,Structure with Ligand UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180667"" target=""_blank"">ENSG00000180667</a>",YOD1,1.6,protein_coding,Human Protein Atlas loc Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180723"" target=""_blank"">ENSG00000180723</a>",OR51A9P,1.8,unitary_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181163"" target=""_blank"">ENSG00000181163</a>",NPM1,2.3,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand Druggable Family UniProt Ubiquitination Database Ubiquitination Half-life Data Small Molecule Binder,CERITINIB; CRIZOTINIB; DAUNORUBICIN LIPOSOMAL; MIDOSTAURIN; NUCLEOLIN ANTAGONIST IPP-204106N; TRETINOIN; VENETOCLAX,N/A; inhibitor,,0.8191239429826638,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181234"" target=""_blank"">ENSG00000181234</a>",TMEM132C,1.6,protein_coding,UniProt SigP or TMHMM Human Protein Atlas loc,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181733"" target=""_blank"">ENSG00000181733</a>",OR2Z1,1.8,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181896"" target=""_blank"">ENSG00000181896</a>",ZNF101,1.8,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182504"" target=""_blank"">ENSG00000182504</a>",CEP97,1.7,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182531"" target=""_blank"">ENSG00000182531</a>",OR7E115P,1.9,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182841"" target=""_blank"">ENSG00000182841</a>",RRP7BP,1.6,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000182919"" target=""_blank"">ENSG00000182919</a>",C11ORF54,1.6,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000183044"" target=""_blank"">ENSG00000183044</a>",ABAT,1.8,protein_coding,Approved Drug High-Quality Ligand Druggable Family Half-life Data Small Molecule Binder,"(R)-PIA; (R,S)-PHPNECA; (S)-PIA; 2-CHLOROADENOSINE; 2-HEXYNYL-NECA; 3-ISOBUTYL-1-METHYL-7H-XANTHINE; 4-HYDROXYBENZALDEHYDE; 4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL; 5-CL-5-DEOXY-(&PLUSMN;)-ENBA; 8-CYCLOPENTYLTHEOPHYLLINE; ADENOSINE; ALANINE; APADENOSON; AS100; AS70; AS99; ATL802; BAY 60-6583; BINODENOSON; CAFFEINE; CAPADENOSON; CCPA; CGS 15943; CGS 21680; COMPOUND 10 [PMID: 31306001]; CP608,039; CPFPX; CPP-115; CVT-6883; CYCLOPENTYLADENOSINE; DERENOFYLLINE; DIVALPROEX SODIUM; DP-VPA; DPCPX; DU172; FK-453; FR194921; GS9667; HEMADO; IMARADENANT; ISTRADEFYLLINE; KF26777; L-97-1; LAS38096; LUF5831; LUF5962; LUF5981; LUF7602; MEFLOQUINE; MRE 2029F20; MRE 3008F20; MRS1191; MRS1523; MRS1754; MRS3558; MRS5151; MRS7469; MSX-2; NAMODENOSON; NECA; NELADENOSON; PD81723; PENECA; PICLIDENOSON; PRELADENANT; PSB-10; PSB-11; PSB1115; PSB603; PYRIDOXAL PHOSPHATE ANHYDROUS; PYRUVIC ACID; REGADENOSON ANHYDROUS; ROLOFYLLINE; SCH 58261; SCH442416; ST-1535; TCPA; THEOPHYLLINE; TIAGABINE HYDROCHLORIDE; TONAPOFYLLINE; VALPROIC ACID; VIGABATRIN; VIPADENANT; VPC171; WRC-0571; XANTHINE AMINE CONGENER; [3H]DPCPX",N/A; agonist; inhibitor; modulator,36718958,0.2298483866777339,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000183091"" target=""_blank"">ENSG00000183091</a>",NEB,2.1,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000183696"" target=""_blank"">ENSG00000183696</a>",UPP1,1.6,protein_coding,Structure with Ligand High-Quality Ligand High-Quality Pocket Druggable Family Database Ubiquitination Half-life Data Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184055"" target=""_blank"">ENSG00000184055</a>",OR7E87P,2.5,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184160"" target=""_blank"">ENSG00000184160</a>",ADRA2C,1.7,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand Druggable Family GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Small Molecule Binder Approved Drug,"AJMALICINE; AMEZINIUM; AMOSULALOL; APRACLONIDINE HYDROCHLORIDE; ASENAPINE; BETA-ALANINE; BETHANIDINE; BRIMONIDINE; BUCINDOLOL HYDROCHLORIDE; CELIPROLOL; CLONIDINE HYDROCHLORIDE; CYCLOBENZAPRINE; DEBRISOQUIN; DEXMEDETOMIDINE HYDROCHLORIDE; DIHYDROERGOCRISTINE; DIPIVEFRIN HYDROCHLORIDE; DOPAMINE; DROXIDOPA; EPHEDRINE; EPHEDRINE HYDROCHLORIDE; EPINEPHRINE; EPINEPHRINE BITARTRATE; ERGOLOID MESYLATES, USP; ERGOTAMINE TARTRATE; ESMIRTAZAPINE MALEATE; FADOLMIDINE; FADOLMIDINE HYDROCHLORIDE; FENOLDOPAM; FIPAMEZOLE; GUANABENZ ACETATE; GUANFACINE HYDROCHLORIDE; HYDROXYAMPHETAMINE HYDROBROMIDE; IDAZOXAN; IDAZOXAN HYDROCHLORIDE; ILOPERIDONE; ISOPROTERENOL; LABETALOL HYDROCHLORIDE; LEVONORDEFRIN; LOFEXIDINE; LOFEXIDINE HYDROCHLORIDE; LURASIDONE HYDROCHLORIDE; MEDETOMIDINE; MEPHENTERMINE SULFATE; METHAMPHETAMINE; METHYLDOPA ANHYDROUS; METHYLDOPATE HYDROCHLORIDE; METOPROLOL; MIRTAZAPINE; MOXISYLYTE; MOXONIDINE; NAPHAZOLINE HYDROCHLORIDE; NOREPINEPHRINE; NOREPINEPHRINE BITARTRATE; OLANZAPINE; OPC-28326; ORM-12741; OXYMETAZOLINE HYDROCHLORIDE; PHENOXYBENZAMINE HYDROCHLORIDE; PHENTOLAMINE MESYLATE; PROPYLHEXEDRINE; RAUWOLFIA SERPENTINA (USP); RILMENIDINE; SENREBOTASE; TETRAHYDROZOLINE; TETRAHYDROZOLINE HYDROCHLORIDE; TETRASUL; TIZANIDINE HYDROCHLORIDE; TOLAZOLINE HYDROCHLORIDE; VASOACTIVE INTESTINAL PEPTIDE; XYLOMETAZOLINE; YOHIMBINE",N/A; agonist; inhibitor,17496726; 20833658; 23071495,0.17884934626376048,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184224"" target=""_blank"">ENSG00000184224</a>",NDUFV1-DT,1.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184786"" target=""_blank"">ENSG00000184786</a>",DYNLT2,4.699999999999999,protein_coding,UniProt loc med conf,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185479"" target=""_blank"">ENSG00000185479</a>",KRT6B,1.6,protein_coding,Database Ubiquitination,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185940"" target=""_blank"">ENSG00000185940</a>",KRTAP5-5,1.8,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185947"" target=""_blank"">ENSG00000185947</a>",ZNF267,1.5,protein_coding,UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186226"" target=""_blank"">ENSG00000186226</a>",LCE1E,1.6,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186472"" target=""_blank"">ENSG00000186472</a>",PCLO,1.7,protein_coding,Med-Quality Pocket Human Protein Atlas loc Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186767"" target=""_blank"">ENSG00000186767</a>",SPIN4,1.5,protein_coding,High-Quality Ligand Database Ubiquitination Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187118"" target=""_blank"">ENSG00000187118</a>",CMC1,1.5,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187173"" target=""_blank"">ENSG00000187173</a>",LCE2A,1.7,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187223"" target=""_blank"">ENSG00000187223</a>",LCE2D,1.8,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187754"" target=""_blank"">ENSG00000187754</a>",SSX7,1.5,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187955"" target=""_blank"">ENSG00000187955</a>",COL14A1,1.6,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,,,,,Collagen Chain Trimerization R-HSA-8948216; Collagen Formation R-HSA-1474290
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188112"" target=""_blank"">ENSG00000188112</a>",C6ORF132,1.8,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188153"" target=""_blank"">ENSG00000188153</a>",COL4A5,1.8,protein_coding,Structure with Ligand GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Human Protein Atlas loc Approved Drug,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM; OCRIPLASMIN,cleavage,,0.8095513874263265,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090; Collagen Chain Trimerization R-HSA-8948216; Collagen Formation R-HSA-1474290
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188403"" target=""_blank"">ENSG00000188403</a>",IGHV1OR15-9,1.6,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188581"" target=""_blank"">ENSG00000188581</a>",KRTAP1-1,1.5,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188783"" target=""_blank"">ENSG00000188783</a>",PRELP,1.8,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,,,,,Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244; Defective CHST6 Causes MCDC1 R-HSA-3656225; Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243; Keratan Sulfate Degradation R-HSA-2022857
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188785"" target=""_blank"">ENSG00000188785</a>",ZNF548,5.3,protein_coding,UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188811"" target=""_blank"">ENSG00000188811</a>",NHLRC3,1.5,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000189042"" target=""_blank"">ENSG00000189042</a>",ZNF567,1.9,protein_coding,UniProt Ubiquitination Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000189050"" target=""_blank"">ENSG00000189050</a>",RNFT1,1.8,protein_coding,UniProt SigP or TMHMM Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000189143"" target=""_blank"">ENSG00000189143</a>",CLDN4,1.6,protein_coding,Structure with Ligand UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Human Protein Atlas loc,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000189144"" target=""_blank"">ENSG00000189144</a>",ZNF573,3.8,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196123"" target=""_blank"">ENSG00000196123</a>",MATCAP1,1.7,protein_coding,Structure with Ligand,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196151"" target=""_blank"">ENSG00000196151</a>",WDSUB1,1.5,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196224"" target=""_blank"">ENSG00000196224</a>",KRTAP5-3,1.5,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196248"" target=""_blank"">ENSG00000196248</a>",OR10S1,1.6,protein_coding,NaN,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196436"" target=""_blank"">ENSG00000196436</a>",NPIPB15,2.9,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196482"" target=""_blank"">ENSG00000196482</a>",ESRRG,1.9,protein_coding,Advanced Clinical Structure with Ligand High-Quality Ligand High-Quality Pocket Druggable Family UniProt Ubiquitination Database Ubiquitination Small Molecule Binder,AFIMOXIFENE; COMPOUND 20J [PMID: 38564512]; DIETHYLSTILBESTROL; DORSOMORPHIN; MNK1 INHIBITOR; TINODASERTIB; TOMIVOSERTIB,N/A; inhibitor,12579585,1.9606979293529647,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196967"" target=""_blank"">ENSG00000196967</a>",ZNF585A,1.5,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197125"" target=""_blank"">ENSG00000197125</a>",OR8B8,2.1,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197532"" target=""_blank"">ENSG00000197532</a>",OR6Y1,1.7,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197670"" target=""_blank"">ENSG00000197670</a>",ZNF217-AS1,1.9,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197780"" target=""_blank"">ENSG00000197780</a>",TAF13,3.3,protein_coding,Structure with Ligand Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000197860"" target=""_blank"">ENSG00000197860</a>",SGTB,1.8,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198252"" target=""_blank"">ENSG00000198252</a>",STYX,1.7,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198301"" target=""_blank"">ENSG00000198301</a>",SDAD1,1.7,protein_coding,Structure with Ligand Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198336"" target=""_blank"">ENSG00000198336</a>",MYL4,1.7,protein_coding,Approved Drug Human Protein Atlas loc,DANICAMTIV; MAVACAMTEN; OMECAMTIV MECARBIL,activator; inhibitor,,2.198175821152367,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198677"" target=""_blank"">ENSG00000198677</a>",SKIC3,1.6,protein_coding,Database Ubiquitination,DULOXETINE HYDROCHLORIDE,N/A,29407288,4.015676812221964,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198753"" target=""_blank"">ENSG00000198753</a>",PLXNB3,1.8,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198964"" target=""_blank"">ENSG00000198964</a>",SGMS1,3.0999999999999996,protein_coding,GO CC high conf UniProt SigP or TMHMM Database Ubiquitination Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198997"" target=""_blank"">ENSG00000198997</a>",MIR107,1.6,miRNA,NaN,ACETAMINOPHEN/TRAMADOL,N/A,36942908,26.10189927944276,
